C_VELOCITAT_VIA,MORTALITAT
110.0,0.225
120.0,0.17500000000000002
70.0,0.15818307905686546
80.0,0.14653078403078404
60.0,0.12790336362930163
90.0,0.12138047138047137
100.0,0.11214536174105569
50.0,0.10191570881226054
30.0,0.07555049354593774
40.0,0.07042466240227434
20.0,0.05426356589147287
999.0,0.012556795821258631
99.0,0.0
10.0,0.0
45.0,0.0
15.0,0.0
0.0,0.0
